id,popularity,is_popular
3opmoDn4nG2eZWPjI8B7Bg,54,1
0UCQ9RkNu2cjZclKFMwvEL,44,0
0Bb0WyZw1xfEMbehZ5GOKd,63,1
6A9nyMBdNUzVcFHZUEZ71F,59,1
1Kgyx7NLtzsa3gWV1efGHu,73,1
5mWEC9dsbcLwo5CeIyVRA6,66,1
4RCWB3V8V0dignt99LZ8vH,80,1
2RqZFOLOnzVmHUX7ZMcaES,67,1
5GpV1FvwKtSD1u6UcyiYXW,46,0
61BqwgSRTyWH9M4uPjsC3B,67,1
2dOcfwJpfgGLcB4vPi8YXf,48,0
6V5r8IMSL7wTZlFmi8AjR0,42,0
6z7fZRrQfOH3ZjWEkC4QhC,62,1
1FKFCvi0i46qEJLZSEBH8p,56,1
5iyE2d4U3Vc5cqY9mPTlpy,59,1
5ef3mAxAAjk93V6IpriOrz,57,1
1OIxqnC2Bc8fN91XSxQ8HX,32,0
7keXdrB4mz57u4b8YkCwag,63,1
0mYoKqA23wUUj7BTEgNzjg,64,1
0U969xYNlAyfzi8P1TaO7u,60,1
2mobr1UlKjhxDTOVqng3jw,60,1
4ll3zqElfObKDVSIitAIga,38,0
4oXOOBwZsHFnRRNBNXrr9X,54,1
0mEdbdeRFQwBhN4xfyIeUM,79,1
40Fp6pxcS9l08kL1R50mR4,54,1
56Tl3UgyZTqfZtvFNS31wm,65,1
54JKnDB3CzVu8wNAOM27BI,71,1
41OvINy2RjLet11iW849vX,53,1
3E8mkgsexzpLBGd6o4iCGC,39,0
5Tc1KlDWyRnLLXL1y6ufsM,46,0
7dP5CWoAZlHVBzNAsSxYP1,43,0
6KHCir9R5lfLGXdmy7AGBw,28,0
6iEcSU3TGinx759dss627V,46,0
7j31rVgGX9Q2blT92VBEA0,82,1
539dFCMA8lfEElDPgGpcIB,61,1
6Y2kW1mdHE0znPCjtOdt5m,63,1
11dxtPJKR4E0wlSr0A0t47,68,1
3Zwu2K0Qa5sT6teCCHPShP,80,1
1hGy2eLcmC8eKx7qr1tOqx,80,1
2oWbOh3tLluqTdYL5OEDvs,53,1
6HbTF52swZiGSJ2cvAJ7PU,55,1
4Tn2llBm1g0UlWctmgPL8Z,73,1
5jFid6SUnYqohvNvNuZvIz,62,1
0YkJU6TjjwzsVXUPRIO0DB,62,1
6Avndj1UPQLwR2qqzDwZBc,64,1
0JKjqJLo145b1mqA6MnhIl,59,1
78CTv7ypHvXQlEjXYst2n9,62,1
5JUGffssS2e4dUXEDxzPAX,35,0
5LGEfWqwgYL16tyXkrRC8J,54,1
4ns1XFP3W5JPyzvnAjMdHD,67,1
2q2pZHWEQe6w9PgACCzMtC,41,0
1BV0m40U0M4t1SLIsDnwZl,70,1
1lHXlGlve5Zx8tXLhyjDwM,59,1
0eMdAjfAfGS1AoeXgiyGXP,21,0
0JfAMd3xTqm7ZYhBmQjYzt,51,1
07Tx168RSsUS1HqkDIOZbH,65,1
0ODFPypnJLE6hKgahiuSzn,56,1
4T6HLdP6OcAtqC6tGnQelG,73,1
6miqdoICzUXCL5UHCuucjK,50,1
6dRJV7zQ6S8BDdzMdV0MPW,55,1
2Z2JnZNB7lbUdKR5GynUlV,52,1
13J4KuQoJaf0ubp9gzPuFo,58,1
1h4fEhUO3HP3Bo2ma2JmcE,42,0
07SajbxT3mMTKhbkGjVMBW,44,0
0doDaOtCZy0iv4UCSFa7H2,1,0
5EQjO4dIVCU6FUKrmkJ13M,52,1
2sdXCmHMlKDx7lQdeXTELW,49,1
09ln4QumFqjIkfCFiW9aRk,54,1
6JDwmHfp9aO0m9QBZg5xjT,41,0
4iuNZTcvT9diFySSzVsnVS,73,1
18lR4BzEs7e3qzc0KVkTpU,82,1
4mBpC5e5UFUu1cV4hX6j8a,38,0
37LO2u0zlX3aDxuEQsTB88,46,0
0WEH5Ca7GXdabT4W0M7Pw8,31,0
64fSdRkaB7ksxI9suUGYmi,49,1
6TRp2628QKH3kY6KrCnjqp,63,1
6bTORCskFVRlnHXbVgnKEe,34,0
79Hz50oQtHIt5dDoEx4IDk,56,1
3N4DI1vuTSX1tz7fa2NQZw,75,1
2RE7NMfZBeUtbyUCVOe3VL,38,0
5rWIO1uP0GwAoU45RTBJ2F,68,1
4Mk1pZh5JmEyhDU8bHerkR,12,0
1U16aNzvnlfARgjWXjKmQj,68,1
4WI2pIJOsztbEPO1OJoCRp,0,0
0E0B8a7LSVgbQL160oUnwO,57,1
6D1CstH1YvzNN8cPd9ay9Q,65,1
1MBM7CyZbwJpVbbZJnHHRg,69,1
41tMRtIm171kPjYjB1oXAd,10,0
07uh0Oq66jP4keVgwnDjhY,31,0
0rc643k3fDfLiMzZrJKn7g,38,0
174rZBKJAqD10VBnOjlQQ3,71,1
4UTcJuLaHwsPPP1bNnTRDt,41,0
6v7fitqxmK10n5bQS2AqpA,36,0
5SWfocxhAkjf3eg4lrv8vZ,56,1
73njvNJmgXA180vTPkA16C,59,1
2LMq1O0NiqGhPOlXo3McYQ,67,1
45hOioMDJktr86iKDHC8gr,77,1
1iOJQhxKSJ7dg3Dk03yPnl,69,1
2a03afRiyAbNAleOByVju4,66,1
24y3tSyLdRbpVsKhQrR2oj,48,0
5Zu4UO0QlderRYNPFkbJeO,63,1
4GiXBCUF7H6YfNQsnBRIzl,60,1
1Y4ZdPOOgCUhBcKZOrUFiS,66,1
4TWDBIZt5tJwEqyNYPCY4V,43,0
736KP0gdltJQWPKk0wVL7l,53,1
4lJtc7En79kre04SxonXZy,0,0
6WacAQkSA7QkEPnxse7WWw,52,1
3sfydNh0QQAdnIAtDVG16H,60,1
7C2Th9WKovi6NyjGoqaPsK,56,1
0cD8u4HSKXY8fYEqSxhUJb,43,0
1FWAB1KZHJnAeET0288xha,52,1
6DbqCKweKwVkHgRv1CI53D,56,1
4KTtYhxFtFL7mBwnjkKfLm,72,1
2elA6JLRaQ6iB7hxiuTKN4,62,1
5fJcHhfW0ngZ4qGZqJrIQh,53,1
7zQ5nqAKKfk0gtBgV70gyq,60,1
5bQ8psGbXl0heZAiwG9jW6,44,0
7goE6wDBvkZoeWrFm0EdCg,59,1
7c223RltkvhN8wrxIqspM5,62,1
6I5xABsVToEjk9kssq8B1k,47,0
5AHW6BKnfCktDaor4Kvgsm,49,1
7GQjJEwqlp6m5HNWVQd6OR,74,1
6YdzlsQcyXoWjAykR0rjj3,62,1
4kmGRW1BgoKendL6V7cz29,49,1
6MF6ZR5nTWFWii3eBlkS8b,49,1
6CFPFnS9EcLs2I0nWqtWci,76,1
358bOvBiZCS9fRzNYosw6c,67,1
10fddGyyeUquZZ2uPTjD7P,63,1
2HWWNoWEEEECwZhAiLg7ib,73,1
6j6bTAiW0oEfLlAjmRNcbb,60,1
3LGeYNY9aWQuBJovOOowqm,59,1
2FNYp8WnWlqkI4J0Zgea7a,60,1
5uGGmsI5G6i3OvgjRziSI0,43,0
7beqVxFB2g7DlL09mvfjDv,50,1
34FgtfjZgwCAr9qAtdZEl4,16,0
6VuK9CShxAcQn2I85wH0tU,37,0
7hiM6KgXyAts8YXxNu9G9y,39,0
7fN2R6wBvpnLh2Kzt5qZVH,28,0
3mgawAnZJZNZTFaZPofjNC,52,1
0xhiQVCz22skOX51jsrfyE,54,1
0AA6zq5ArZ1sSH7VIMi4NK,60,1
7I6DceMT3utDOHjcYCbrr4,75,1
76dZuMVXjIyLPRLv00skGd,58,1
1rls1uw64JiGI2O7MZABWj,45,0
3piY5aMfwEEmXMV6I9kpoi,63,1
1fZhHANKVFNZ9W8iSh76gF,52,1
5uElTpeHycDMtbTVDkeY6I,58,1
5QLHGv0DfpeXLNFo7SFEy1,79,1
5axOkQnmQmwtjr4bv1Xt7i,68,1
61u8YHgwacXM9Sm5JOblkp,38,0
2Lhdl74nwwVGOE2Gv35QuK,77,1
44w63XqGr3sATAzOnOySgF,59,1
5d98TnYzxQmFE4vKgzWXuT,56,1
4bEetASsP3txfP1GWr2pAi,0,0
5sQbHxvOSDHbyLf6JrZjxC,31,0
6P5mjh3dfcYJ6JoDd4tdWI,45,0
4hZ3E2eYHadmtKHbAaNycZ,56,1
709C7jhLvAmJdZXmExrdWk,33,0
68Zq7PMcPIQE8ol1x3gAqw,59,1
234RqTZmnDTnxWlVciXHLD,65,1
5wZv3YevrrMZBlNrUTI4Yd,45,0
2aI21FnmY7TJVKeMaoQZ0t,82,1
4wzjNqjKAKDU82e8uMhzmr,77,1
5e5ocWpcscDuod5glHVbVt,11,0
03b1NUHnoavfpLLKcEMfIb,53,1
63fKCxwRWqvp2Z6HQ6MHXU,52,1
7tthVOweK8QdUdVn0lCZLP,0,0
1oagRT7LfpVlNJN6FSZDGp,72,1
0rnGYYBw32ALUIiuEgwv2c,65,1
3pD0f7hSJg2XdQ6udw5Tey,73,1
6530klKZZmOHL2ACme2rRJ,54,1
23ZjWmNcsSAjfGtGvjHdvj,4,0
0447V6bjlw5ERYGu3BEBnB,51,1
5lUTzPuiloBHm1qEaJcJfF,68,1
2qAcnCP9xtJdAZ3oXc0hNv,16,0
4ceDq1s5Faxf76WeHNMrMO,21,0
00rrluZUPNbfTSWvodUZbV,32,0
4V2F0DZrAXOWq9hkwMMG3x,65,1
40BmKaJaB4L5LwkwpZz03s,24,0
5fVZC9GiM4e8vu99W0Xf6J,81,1
0AezqhM99T5CS0mrEz3OM3,40,0
6RB4Z9DwTWaVgyNg3dR9p9,50,1
4aR9bPMAOFySBuQSbVWF3d,64,1
5pgmgHNxiq9w9XuthMKzJS,60,1
1fLlRApgzxWweF1JTf8yM5,76,1
7cX4PJz1old9fyFI8RlfgW,72,1
6RX5iL93VZ5fKmyvNXvF1r,72,1
6PBAPjshd2JfEiWpdf3C2a,59,1
7DjTfU6kIcoXaAO02f5EOz,51,1
1JJOL5EhixrtlbXDWKS0yj,52,1
1CSMeA4Hx1BYNYdeIsK8GL,38,0
4ioTeLwRRJeWsz8535nrjD,46,0
4JXfNOePhdgMOI7KZ1L25U,70,1
4TbNLKRLKlxZDlS0pu7Lsy,57,1
2Lq7i05pUA4ZJpadB1zzhO,6,0
7dzUZec5MnWMyQnk5klnKR,63,1
3n5rIcC04MiNx4T2GOS06g,48,0
2IGcz5WLif7DUR8k2U8wPO,40,0
5wvYib82q05wiNjLElD8GJ,65,1
3SktMqZmo3M9zbB7oKMIF7,74,1
5PH2eU6P5LdnwDezBu8334,56,1
1zyqZONW985Cs4osz9wlsu,60,1
5l6hpyTGBK0LAAxgPnqTQL,73,1
6SmPPtaMnfxgz5duA6t9Cu,59,1
04fPt6Ej6T5HCALlVVM9d3,24,0
0XEBKZHp8imfvf9NYjV8Kg,48,0
6V1nOgkrGmr6Wx1x4RQ6Bc,59,1
2lfBuEVBgvKLAkcypn68VD,52,1
5qhlC4Rzals34zxovrPzKp,61,1
4UPcXTh26ilb7owtuyHqNI,66,1
5Y77SQxEr1eiofPeUTPHxM,74,1
4LE8fR53Pjd6xmHBUlxArg,58,1
2SiqlgLMfKQbczSMRp8drY,60,1
2gL2Pm7OJkk0X5neLyqiKB,50,1
13Oda4GsHXzRAfquxWkrzA,62,1
4zhiR8GdYCOShGhs0itUyo,34,0
3xcHU7fOKHN4K6Tjs1cZtL,44,0
2v89G6dKQHB3LiV1Ej1vfX,54,1
4JPCdSaqs9dJd7RatFSHww,62,1
0CXVjQI9wsqaGeIARkkpYc,75,1
43PWiDKSMH9H6M67uL4Bgj,0,0
5imShWWzwqfAJ9gXFpGAQh,76,1
4PgtB6Sul8WDTRZCe5e8St,55,1
5PZ2cqh9Yem2g6cTSOLllz,69,1
0EKBV6GybPtALXUgWqWrym,67,1
7vGRXiYWFk6NjUnsNjQJQd,60,1
7GgzqbrToXcicwk4yBS1BN,30,0
6jGH911Nz9lPCSK9pd4tVQ,48,0
0BRHnOFm6sjxN1i9LJrUDu,75,1
77ltWp9xNbfhldXx3IEqVx,44,0
3RGyFugqjQjlL8XX0NW8dZ,55,1
0BAUo3Y2wyxtcArALvI1NI,32,0
4zP7ADsgJgHGY6VzxbNp1z,67,1
73qbBlEAcm2HfnAaSnP1II,59,1
6psdUDK8ojdMj563fniLfm,44,0
3QnEp4rluCxUwgpXT43jmC,52,1
2aibwv5hGXSgw7Yru8IYTO,81,1
0Fe3WxeO6lZZxj7ytvbDUh,64,1
6ZBJFWDYJSTQg54eDsqnkJ,52,1
39yRhjDdSTP4A7VehxBXDb,59,1
7CnuusZCdhzNQlPdUDBhcA,29,0
4awnQTwynhz0j6Rk2ZwM6A,49,1
1D066zixBwqFYqBhKgdPzp,71,1
5hnyJvgoWiQUYZttV4wXy6,82,1
1GV98LUEVk1U3LWAkX2Apw,60,1
4NeOWqHmlrGRuBvsLJC9rL,75,1
1pLdjo3lOBbMaoR4ZpybFH,64,1
7GmELLCacoDxgw74xfeUE4,46,0
6GskIhdM6TN6EkPgeSjVfW,53,1
5t1Eqjxu93ub0LiTgxZQOB,48,0
3FY0HrfhcG75h0UCTGpg4S,47,0
1BMhbPsW66IXqksKC8jrCf,58,1
26b2c6d8TBOSNQznQXFdQa,56,1
05Sgj1Hx03ZXc57gsV1kfX,68,1
2d6m2F4I7wCuAKtSsdhh83,73,1
2WZyfujzMweFLnozyUJBkW,63,1
5OusUgzHz6Ulb3GZT7WUo5,68,1
6iuRL2eQNTNQ2trVdbBYsE,42,0
1JBa9B1iA4yNVpJ5wVGrZH,61,1
3PJq5Cu74e3bIes9sY7jM1,48,0
6LCEyZZHFF4ebF1Mike1s5,64,1
5wQnmLuC1W7ATsArWACrgW,79,1
0O45fw2L5vsWpdsOdXwNAR,80,1
23MG7PAYUQp0esP2dzWHWj,54,1
2DmBuFsXx1Pd5FHrMF8PD8,63,1
4z7Ja0RNran3XpIvc1PIQz,59,1
1jSZ1IETySh2kDTnyfIE0I,49,1
6LDasBOWaNQEGgpDLaKDnJ,49,1
0Sc9UwBpChiRKRF8DKvWKZ,56,1
1FMHNVeJ9s1x1l1WlaRs2I,61,1
74gvniLF1iKuAuDZiH6Enh,0,0
3fzOl3tXMD7Jp6srNsTwvz,21,0
6cjwec9ii5uLK7CDfPBYt1,70,1
6W21LNLz9Sw7sUSNWMSHRu,78,1
3J58iVk8OXYAGG4YvOKG8u,54,1
1GeECVH4Msg1zLm8DExkbH,50,1
40LQiUUUKXVGyNs09lHVjW,74,1
4F55RCGuM477OjznpYGhYz,49,1
5p9XWUdvbUzmPCukOmwoU3,75,1
3xhTCpyWpZJ6z5miHy8TRF,48,0
0axUHkhMMY0YSC1jFBVWqv,64,1
7CG8Oz7GD8cTdU9SausPhj,31,0
5Anh8jULgeUgciLHCR25Mk,63,1
7qFxSPDUDMQNGBqTvK4aEj,62,1
3dAgQFdruU8ufWc5GE05xC,66,1
1wF2QB0bAAYQdPUIn0L0VE,43,0
3sTc75CCyIw4FPs6cXkOe7,64,1
3K01q0jtSNHeqx5gs97HH2,52,1
1Uq394qwP4Nz9ZonRr3RrA,49,1
0ADZ5dmXhlfzjMw6lefoPl,74,1
6gDXbcILAyBa2skSdbUYq7,67,1
4TVsTKQVeC99tCjfRKLeob,80,1
7FzlbCUcpAfh0ar1yNiKXK,11,0
0yfcOmDBSaW1fGY1PHuwU3,49,1
7dFSHwa7BNZvWlOuYsvFpy,55,1
20117nklRrpujknMRpueYQ,53,1
3hvOxBs9VFmlKtMUDpar1b,1,0
75hGPTpejfWQM8zDW9d9U8,41,0
3kqLybBT5LRSB9QCoR3ojK,49,1
338arfXmD9XaESFjfcQLsg,50,1
4QFbZ1cSkL718J6A8cMJdA,47,0
5NeIONQWJ25uPylJBJiO4c,72,1
2JpUkUR0OsOlUUfm6iS8ic,63,1
6YTp4sUEi3oWNToQvOjke6,54,1
4wH4dJgrsxONID6KS2tDQM,82,1
3dNhdwu8RcaVdrDZ1cAtzx,57,1
3NPiFBw3mA9qbJfo0nhk6X,56,1
0fGIhWOJecR9u9Bo9UOTKC,38,0
6lob8yGQuretKACtogsaQL,55,1
4gGYiGsxhPYpsGIttWLwlT,47,0
0uLhNT7UIH3nZCCDZd3OBl,65,1
206QiQ5OnKTZE3cnuMYu3H,47,0
6doBxUbuslAgelILAjXO95,52,1
0Om9WAB5RS09L80DyOfTNa,70,1
4bVuIlGQBMWS7vIhcx8Ae4,71,1
6Gfmj0HbpvxTdW0sdlzTDU,66,1
52Dw5hXeylenurLTKoFJfZ,57,1
0occ3Gxp6ZV5DUmJNuEsQB,52,1
5ZelMPn7vupvsTToUTvcbF,56,1
6uQL0epVs9N9Bergafaf6x,42,0
5F7IJrXD6Fa3EmqoYE0gU4,69,1
4T4NLIMypdmyUwK54jECk4,73,1
663Karu2rvKLdnY0eo1n3M,70,1
1pHP4JeQV9wDx87D6qH9hD,68,1
3rMyMv8EjKXoPnaRo2hdJN,62,1
6yuvC80FcnVJNvC0DbXN9e,53,1
4UhUXGXEeq3mPJyzZkx9fY,63,1
1SlPhbS52PbNqqVCqGU12I,43,0
3cDE9Yn4GrsxSrlMCLdmTT,53,1
3LU66Soe9kT5saRxI4wTj6,50,1
3b2Dm0jdnbiD29SLROeLkU,44,0
0UgHkodbptL6XQBfT5HOK1,51,1
7iF9B5dbSOfEeznArGFHhn,47,0
7cmZDjXMF1A0dGV726pMYs,38,0
4OikxHAgM14El0wQIyyhP8,47,0
0itNMuBHye9fu392b4e9oa,68,1
5FRIqUXfTazrtRmYEGO4G0,56,1
5BkHkyO9PFXs1m7vSMnXp4,53,1
7nBnxipTxl27eJa9ltaikO,47,0
7jg5JfizOZSEipnTR6d4Nt,50,1
6PGrYbKY6I0LnKmAseNBO2,38,0
1R7pKucmSJSGyRt81RbYSY,38,0
6cQSR4chKDTFhlCT2MuNwq,48,0
70wYA8oYHoMzhRRkARoMhU,79,1
3yLCQ4GRSFlg3GmwlYQlzX,33,0
4PYTPrQZz2kt6KU1vNH9Ri,28,0
6Rjw3kkox3TPXPB6sixLGs,11,0
0vZvEE9c2bmA6H8hVKxXEZ,60,1
5dxfKWZly8OnDTFoLSEDf9,0,0
6FAUi2Xm6RCF0wpwG8oXGZ,54,1
0tYPj0NYa7vjlJaqlRSnJb,58,1
4JKwW0A2OQeAUpYZd99Lfo,58,1
7go4n83IV0OO5Ztd1DlDh2,55,1
3rKCDtV8UcF0RytSiXxypc,61,1
7jRoWfRlLnGYEIEn4t4kbq,66,1
0iTR57bhc1jm1tf9j5XDhh,30,0
61hJK3EfAd1LDk7x5OrCTc,69,1
1qHRFZE8qykNXYZadzmi1m,67,1
2ICylmg7jCYdOWUFNa8VW7,45,0
7yVJlhAZlZ4O1jlJCkMXD6,49,1
6REZUx5kZ8H8RRnIlKgINi,44,0
5sgvzXoYFCr5F5tUZdAA20,68,1
7HhR1L61r3Z3PMWRRJSDHe,48,0
39SQnz9u6zd91nZdaPmmJK,60,1
10TLpTjjLKcpBN6kayS0mI,32,0
7Iy3nsup9el8zDRCXu19OP,1,0
1CMNtwVi3na1KgUMjSD3ym,44,0
5BsJy4UDoQXqdgcyWqWQw2,55,1
4MR9iW77LJoPPDjwAYbIZZ,51,1
1N62wozuHCvczCkY4QidpP,71,1
684c3GEBYgNYtlrCkWGFVw,30,0
4g1KdhosR6v8qCT1F1Njev,45,0
4vsLtmWxiRMhzW5ZkGw7mX,64,1
7yrqJUfnjteV1FLe9dXcVa,25,0
03LlYPDjtLO3rBd1WaJ9aD,45,0
2N5zMZX7YeL1tico8oQxa9,74,1
6jtM4FmEPm4pONmtaChVg4,0,0
08mW3TDbM23kCPQ7PT9J39,26,0
1ydffhoWtTxKDrc5zi7p0M,50,1
0p9sEGpxxooSZCjfKrWcZy,53,1
4bPQs0PHn4xbipzdPfn6du,75,1
1KhrAWvLIjRlQIJtSTgvsi,72,1
6giYNaycmjkbf7UmZ6RGtL,53,1
1bhjMY5O0ZjB41OHcdRH0a,64,1
5IKzScUFi0CLcVXnB1vb7k,38,0
6mXHxE2BEafOgdWoFvc6mF,50,1
10aWGOqSDBqvNzJ9NeKDbK,71,1
2nGFzvICaeEWjIrBrL2RAx,80,1
4j9Y9TzpmUE21e91R5DT7k,39,0
58ZvuqZgeuZMCbpCsH9E76,51,1
0gXK4B39Vquj1oaMnxXP7Y,29,0
4mDWapOAzoFsHu8TPcP2R0,60,1
5hF2LnbkpnXCkksMSeWcxZ,64,1
7I2iJkW4CWdYXO16uBAwY8,0,0
7g7M96UGiA7OR79H86gV4m,64,1
3bSq5OpEWmLK1o8F7saR2F,53,1
3rcXcJT6Uwg1ojuCdPRjeJ,43,0
0Q2y7Amx3vHz5Jqa7TFEYE,43,0
5p53PF8DpDlAe7I9zXwirD,21,0
5qiWQq9tPjMDNpd1knSoZ0,46,0
4mpUaApNea2QhQshM4xyr4,56,1
0wbNcKAkExGmWiicedOyiR,45,0
1qsN5cpqU6quWtL9lgyA1v,47,0
4v5kAh2wWyCSuKuhMJK8u6,76,1
6k8uthjEbttfWXcGaNTQGD,55,1
2l57cfmCnOkwNX1tky02n1,70,1
1tL40tfdtUaSLek4DvDDr3,61,1
7huo2wvrCgRucUsjdSDLQV,66,1
6bGYLwrxv3j5sTwN0TLBdq,44,0
1G32fy7VMCDLl92iGXvBEm,59,1
1ayFArNqsYgGT8gWWSscTD,36,0
06ys56r4SEVJVFFIajdYPV,47,0
1gloYGAZI6eHp6MEPjLuL3,47,0
2OqYarizUUGzSSNHPrDEii,57,1
6Sq7ltF9Qa7SNFBsV5Cogx,92,1
1UUzYXbsdizcW8jpp3XYHo,0,0
2Fs18NaCDuluPG1DHGw1XG,76,1
6Gj3oHBAFYHlcLBHOXZ3oz,33,0
1VnQfAPIHwFImjfO9gnyUt,59,1
1mLStmTgqH0nBzds3S4jkJ,42,0
7vOjTY220BqIttYDbwshED,45,0
4wtJB38vYMbwbxplQwhYJ9,0,0
6o3s08kk2fQI37vxGZDrJ1,69,1
10Nmj3JCNoMeBQ87uw5j8k,79,1
0qAMjeQFyd1qD0LDiV8gWp,65,1
7vSn3VNbzOtPebdj6ZSebj,65,1
56sk7jBpZV0CD31G9hEU3b,76,1
6MBEjJlXQYXr8dfxDvZuoA,67,1
4xlEKYv7HmC8zXoJIbpZKM,70,1
4lhwhaW9bTJ3GdSyEP8mah,42,0
63YyQQtDdufxojf9LdC443,51,1
2GlhJyZRWP3MnSXOvnovIa,60,1
1srGZiB4G4At62z2Z8wYL9,48,0
4oCqda0opcaXQPjoAhhcfg,64,1
0Eu5SrReZzaJX0NLKI8tQS,52,1
3kZoay4ANo86ehb6s4RwS9,71,1
0mUyMawtxj1CJ76kn9gIZK,76,1
5XfQTbialQHn9PhDb0p85H,69,1
0Ti2dlF2xLjXblvdU5fCxM,73,1
1gFMesXcHHtIUhwzxYFOtz,47,0
2TmD4OyEl5WyhXR6wIia6m,35,0
5bKpkqdqeLaFkoWVQkKgG4,41,0
13xxBnXOuiBxVxJI458B0i,74,1
3U5JVgI2x4rDyHGObzJfNf,78,1
4Gd9PUEuOTOJtbgd4YxLXM,71,1
71V89tJj9CboDyzncO6ZN2,63,1
4jVipHalgvFVz3Smp4aQID,35,0
3up3fJWzT9VXVmPWuALqed,40,0
5xT8JXJSyHYNfC11OFqzFL,61,1
1g1Jor1zrllXn2ogj8KGAH,55,1
5Au8ObNQvrwFVEgGqQQL6D,52,1
3qrE75eXkASxoMG8wJvWSk,44,0
5OIC83vOPXGU5ZzrfLVR4g,31,0
6GPiKalxD23rJirHKJm00X,59,1
3tkbjyAmQnGsD52Rn8TCX8,42,0
0Uc706myy6Th7I6KQ9xA1x,60,1
3cE5ltZFHmBpiS77itKaOM,65,1
1g0oI97rPdYuWDIpkbtQdv,56,1
6K3VfYpY58uXYuvS5NQLIJ,46,0
3xtvbmRrXAb5m5ng0KPMSk,54,1
3yJ2eboERY4HroE22RG7c2,44,0
5djhyxT7ZIzM1rP2XE2ygb,40,0
0mAwBNgtJaxmasS5nuKuzX,17,0
435sp9O64WY2P9DLMuBDCU,48,0
4C2zOFgrXxfNGNpYQWIcaH,69,1
30cSNer6TV8x2utjULVeQ5,79,1
53ETzLQQKFCzykRbqWb1ph,69,1
7pAT4dOUzjq8Ziap5ShIqC,60,1
3unLUM6bJcy5beGawHpynM,49,1
5auMzVHFr5Zfw6IbKarZ56,65,1
6fTgbkBiMITtHUmik95ClX,71,1
5PCYGkoOlpvjttDtG8XcvS,49,1
7mwLsFXNBWbtFzA032tUbx,54,1
1bPqAXwNiVcM6zjJU1Z4Cd,49,1
3oSvnVnypxfxRHVHawpwQu,45,0
6ElumkJqdCEk1CJjLDWL1C,32,0
0SCtEUwSkgavjuzebBznX5,48,0
32C5of1pAeU7IeEbGiLWAo,50,1
2R0eqSxBNxlKmfLjAwaj0C,49,1
3aVCHTY93NQQbOcDDbwwXA,42,0
0k2GOhqsrxDTAbFFSdNJjT,81,1
6CYy6bt2Iq1kiDIgEBgqTn,47,0
3zmBBq2RwdHzqUXZlzNeeq,37,0
6Su4jst3IXkvneQb4OUiLE,35,0
3lxFENvLW8nxXAbNfkZ7IJ,37,0
4cpXOdI3swm8Pfb39P2Jue,36,0
2t0o16TerppEdd4ialgfKu,30,0
3o7TMr6RmIusYH7Kkg7ujR,78,1
0zY7SkbIByXGKak663jHuI,51,1
44uPR8hTkZmXh40uIx30WK,53,1
25sA1vM4BFkTb5cJGWftFo,52,1
2UORsaluUZXiMvkkkedDTJ,38,0
1LkoYGxmYpO6QSEvY5C0Zl,71,1
5n3HwrDGRlUT7SrJCWM4yf,34,0
2F1H1Tm2qJmeiFcUi7vZiL,49,1
4uNisev7PGUAixBOagpgyY,47,0
0vg4WnUWvze6pBOJDTq99k,78,1
0CAJdthKDdRjB2h8YOguN6,67,1
5FXOEdfNW7nYQrBWtW49Cl,57,1
7ru6nBaxYqdeuLLUdVgjgb,44,0
2uuTo18bRgXj3RvlbZKMvU,56,1
0t0WIrjRcvgBAwLlby2gsZ,70,1
23wZ7ClwPgwBNkFvnTlMwk,49,1
2X0aeFJXJZpeK2nSWvypiI,46,0
4mBy2d5IY5rQkidZBKXxfT,50,1
65Jn2gZWMren03Rz0fCMqs,58,1
5439qJTu5mVH9aeriwp03u,59,1
5pzOa6eAYbZ0TCmFhTRUzI,19,0
0iufOeur7VOffzvM1U35QN,41,0
7snK1sf3ZHxahCYpFy1aJ8,47,0
7zo8XAMYBG6nGpqGiIudBc,60,1
3Sg82C7qlmgQH9lyovH6AS,32,0
7tSt526i6jm3zmhUfbXZHX,51,1
0k6HUzaRHpQ3eEWr1C7Esh,63,1
5YJtMNWKe55yr49cyJgxva,73,1
4o568kdkDntTDuQTJfMIxa,46,0
5mu4ibyXLz3JDA7p5a0kAf,33,0
6Yp4C2d3ZYhbUc4xiQAySq,40,0
0QbzR4Li7d8LrADxqS2Jto,55,1
6Y3WvyUG9iE5bQYg38SPtQ,69,1
7cVmKBwzPsh4Fmb6SplfEm,62,1
4TxdDwdVNpLTcXkCflfuHB,43,0
6mJIDSF7S8GNXULodIvBoI,49,1
3T3Epzn2xHawkZ7uzxR13p,33,0
2umlWguZrsK4LyR5CjwXol,4,0
25EtWmcUALs9Gtfiv7Bcab,40,0
4pmU8AtVu9qU40Xd9zjEfA,65,1
5880eYQmXx3c3oD22IljIt,70,1
7tAXjikQCHflZLeGPTUcLQ,52,1
3g6SuyjGaGyAXmjvdNI1IU,49,1
63MeDGLOFgYCvIv7kgA6mf,29,0
43OvQi0oJuPBFGiPxIoPC5,30,0
0rJBJ4K6uNeDg1rGVyi0Tp,45,0
13yEuYLJYxPCLJR0KNOqpk,58,1
4o8EPKaCQ9BvdoEGyQ0lsF,0,0
26E0bdbWy3ekgAMmHN9HlF,50,1
6fE7IW4cgPkKSChksvL62w,1,0
1wI3UvluGGKUeFeVFsP9do,61,1
2334WaCjswLcRIRgTTPWaZ,62,1
5zd9TgduWbfFXwgnm3K3Rz,61,1
